,Unnamed: 0,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,which_of_these_sentiment_scores_does_the_above_image_fit_into_best,which_of_these_sentiment_scores_does_the_above_image_fit_into_best:confidence,imageurl,which_of_these_sentiment_scores_does_the_above_image_fit_into_best_gold,which_of_these_sentiment_scores_does_the_above_image_fit_into_best_gold_reason
382,428,694551034,True,golden,39,,Positive,0.6381,http://farm4.staticflickr.com/3335/3316786542_5baa8979f7.jpg,"Positive
Highly positive",
383,429,694551035,True,golden,47,,Highly positive,0.8388,http://farm9.staticflickr.com/8225/8500134412_3b062262f7.jpg,"Positive
Highly positive",
384,430,694551036,True,golden,50,,Negative,0.6795,http://farm6.staticflickr.com/5498/11431031634_94004110c2.jpg,"Highly negative
Negative",
385,431,694551037,True,golden,46,,Highly negative,0.6016,http://farm4.staticflickr.com/3558/3390652406_e64eaea5bc.jpg,"Highly negative
Negative",
386,432,694551038,True,golden,30,,Negative,0.7157,http://farm3.staticflickr.com/2579/4128007446_397c8026fa.jpg,"Highly negative
Negative",
387,433,694551039,True,golden,30,,Positive,0.6404,http://farm9.staticflickr.com/8442/7864101720_3884bf6258.jpg,"Positive
Highly positive",
388,434,694551040,True,golden,42,,Negative,0.5158,http://farm9.staticflickr.com/8466/8112709767_3a8e7af6f7.jpg,"Highly negative
Negative",
389,435,694551041,True,golden,44,,Positive,0.8406,http://farm7.staticflickr.com/6024/5881963101_3e99d7a737.jpg,"Positive
Highly positive",
390,436,694551042,True,golden,38,,Negative,0.8045,http://farm5.staticflickr.com/4128/5083006868_2d0be6d7a8.jpg,"Highly negative
Negative",
391,437,694551043,True,golden,46,,Highly negative,0.6801,http://farm5.staticflickr.com/4122/5438547436_aed476c90b.jpg,"Highly negative
Negative",
392,438,694551044,True,golden,37,,Highly negative,0.6809999999999999,http://farm3.staticflickr.com/2828/11431006715_b16bcdd1fd.jpg,"Negative
Highly negative",
393,439,694551045,True,golden,47,,Highly positive,0.5993,http://farm5.staticflickr.com/4100/4780224406_0ddab95991.jpg,"Positive
Highly positive",
394,440,694551046,True,golden,37,,Negative,0.6839,http://farm9.staticflickr.com/8117/8624006768_c2403aef7a.jpg,"Highly negative
Negative",
395,441,694551047,True,golden,37,,Positive,0.5587,http://farm4.staticflickr.com/3017/2754927989_68e12c2814.jpg,"Positive
Highly positive",
396,443,694551049,True,golden,35,,Positive,0.6809,http://farm4.staticflickr.com/3786/10118786654_f7b36e9027.jpg,"Positive
Highly positive",
397,444,694551050,True,golden,43,,Negative,0.6372,http://farm8.staticflickr.com/7010/6671581251_8e3b41e109.jpg,"Highly negative
Negative",
398,445,694551051,True,golden,37,,Highly positive,0.5592,http://farm8.staticflickr.com/7154/6827018401_9ed80646f4.jpg,"Positive
Highly positive",
399,446,694551052,True,golden,44,,Positive,0.5997,http://farm7.staticflickr.com/6195/6103336313_f2c67fa502.jpg,"Positive
Highly positive",
400,448,694551054,True,golden,42,,Positive,0.6385,http://farm5.staticflickr.com/4031/5150851337_51aa69e26c.jpg,"Positive
Highly positive",
401,450,694551056,True,golden,42,,Highly positive,0.6389,http://farm1.staticflickr.com/218/510430113_3402577101.jpg,"Positive
Highly positive",
402,451,694551057,True,golden,49,,Positive,0.5985,http://farm4.staticflickr.com/3567/3531531924_bdd4b85ddf.jpg,"Positive
Highly positive",
403,453,694551059,True,golden,35,,Highly negative,0.5612,http://farm3.staticflickr.com/2273/2053536613_50c2342a79.jpg,"Highly negative
Negative",
404,454,694551060,True,golden,40,,Highly positive,0.52,http://farm1.staticflickr.com/25/50592694_1f70b421f8.jpg,"Positive
Highly positive",
405,455,694551061,True,golden,45,,Highly positive,0.6,http://farm7.staticflickr.com/6039/6869365418_1729bf461f.jpg,"Positive
Highly positive",
406,456,694551062,True,golden,55,,Positive,0.7195,http://farm4.staticflickr.com/3196/2715544397_9f4f0b6472.jpg,"Positive
Highly positive",
407,458,694551064,True,golden,49,,Highly positive,0.5238,http://farm1.staticflickr.com/45/150682440_60c8c83d1b.jpg,"Positive
Highly positive",
408,459,694551065,True,golden,31,,Negative,0.6018,http://farm4.staticflickr.com/3179/2871827350_0d67301595.jpg,"Highly negative
Negative",
409,460,694551066,True,golden,36,,Highly negative,0.6816,http://farm9.staticflickr.com/8044/8112703251_f90c2de888.jpg,"Highly negative
Negative",
410,461,694551067,True,golden,45,,Negative,0.5173,http://farm4.staticflickr.com/3224/3047363210_47a120c7ce.jpg,"Highly negative
Negative",
411,462,694551068,True,golden,47,,Highly negative,0.5215,http://farm3.staticflickr.com/2819/10516757083_7fc914aa26.jpg,"Negative
Highly negative",
412,463,694551069,True,golden,45,,Highly negative,0.5585,http://farm4.staticflickr.com/3208/3108378419_3300d1862a.jpg,"Highly negative
Negative",
413,464,694551070,True,golden,35,,Negative,0.518,http://farm3.staticflickr.com/2487/4089731023_a591f50256.jpg,"Highly negative
Negative",
414,465,694551071,True,golden,45,,Highly negative,0.6839,http://farm4.staticflickr.com/3099/3215790369_247613a9a8.jpg,"Highly negative
Negative",
415,467,694551073,True,golden,45,,Negative,0.522,http://farm5.staticflickr.com/4033/4488877035_02df1d9c84.jpg,"Negative
Highly negative",
416,468,694551074,True,golden,38,,Negative,0.525,http://farm4.staticflickr.com/3036/3000473633_309b1cd30d.jpg,"Negative
Highly negative",
417,469,694551075,True,golden,37,,Highly negative,0.6777,http://farm4.staticflickr.com/3150/3001339166_110b04c894.jpg,"Highly negative
Negative",
418,471,694551077,True,golden,31,,Highly negative,0.6794,http://farm3.staticflickr.com/2732/4321732999_f44a2a517e.jpg,"Highly negative
Negative",
419,473,694551079,True,golden,43,,Positive,0.8802,http://farm4.staticflickr.com/3581/3666765124_6cd4bbb5a2.jpg,"Positive
Highly positive",
420,474,694551080,True,golden,29,,Negative,0.6394,http://farm9.staticflickr.com/8052/8079645685_86630d4c96.jpg,"Negative
Highly negative",
421,475,694551081,True,golden,49,,Negative,0.602,http://farm4.staticflickr.com/3111/2859508039_527a06afb7.jpg,"Highly negative
Negative",
422,476,694551082,True,golden,44,,Highly negative,0.5621,http://farm6.staticflickr.com/5224/5687027337_bd1c07bc1c.jpg,"Highly negative
Negative",
423,477,694551083,True,golden,48,,Positive,0.5988,http://farm3.staticflickr.com/2521/3899939358_583a2dc32b.jpg,"Positive
Highly positive",
424,478,694551084,True,golden,45,,Negative,0.6783,http://farm3.staticflickr.com/2040/2054008614_8e6217cf82.jpg,"Negative
Highly negative",
425,479,694551085,True,golden,44,,Highly positive,0.5246,http://farm6.staticflickr.com/5258/5449064109_21914b06ba.jpg,"Positive
Highly positive",
426,480,694551086,True,golden,38,,Highly negative,0.5197,http://farm3.staticflickr.com/2291/1560412937_9b36315566.jpg,"Highly negative
Negative",
427,481,694551087,True,golden,39,,Positive,0.7601,http://farm4.staticflickr.com/3187/2732378476_6252e87b7d.jpg,"Positive
Highly positive",
428,482,694551088,True,golden,47,,Highly negative,0.6002,http://farm3.staticflickr.com/2851/11430861084_1a34a90963.jpg,"Negative
Highly negative",
429,484,694551090,True,golden,47,,Highly negative,0.6383,http://farm6.staticflickr.com/5262/5638804987_cb2ba5b7ee.jpg,"Highly negative
Negative",
430,485,694551091,True,golden,36,,Highly negative,0.6812,http://farm1.staticflickr.com/119/303997568_4ed878a470.jpg,"Negative
Highly negative",
431,486,694551092,True,golden,41,,Positive,0.6016,http://farm7.staticflickr.com/6198/6032573642_2899b545e5.jpg,"Positive
Highly positive",
432,487,694551093,True,golden,36,,Highly negative,0.7255,http://farm5.staticflickr.com/4069/4375891360_65a993a50b.jpg,"Negative
Highly negative",
433,488,694551094,True,golden,35,,Highly positive,0.7196,http://farm8.staticflickr.com/7244/7183965627_957e73aeb8.jpg,"Positive
Highly positive",
434,489,694551095,True,golden,54,,Positive,0.5551,http://farm3.staticflickr.com/2167/2205667113_3b8db27d14.jpg,"Positive
Highly positive",
435,490,694551096,True,golden,42,,Positive,0.7204,http://farm3.staticflickr.com/2675/4038921237_6473a568e2.jpg,"Positive
Highly positive",
436,492,694551098,True,golden,38,,Positive,0.8017,http://farm9.staticflickr.com/8304/7864100196_67a1f6a0cd.jpg,"Positive
Highly positive",
437,494,694551100,True,golden,40,,Positive,0.6789,http://farm1.staticflickr.com/21/31600287_28fb1020fd.jpg,"Positive
Highly positive",
438,495,694551101,True,golden,28,,Highly negative,0.7616,http://farm4.staticflickr.com/3342/3206163156_b18cd11d35.jpg,"Highly negative
Negative",
439,496,694551102,True,golden,53,,Negative,0.6036,http://farm3.staticflickr.com/2656/3926619296_fb81e278eb.jpg,"Highly negative
Negative",
440,497,694551103,True,golden,42,,Highly negative,0.5992,http://farm3.staticflickr.com/2757/4424400023_161f09295f.jpg,"Highly negative
Negative",
441,498,694551104,True,golden,41,,Highly negative,0.7183,http://farm1.staticflickr.com/69/209621391_d967f3981d.jpg,"Negative
Highly negative",
442,499,694551105,True,golden,34,,Negative,0.5573,http://farm1.staticflickr.com/85/209621390_c7e7c9d875.jpg,"Highly negative
Negative",
443,501,694551107,True,golden,43,,Positive,0.7667,http://farm6.staticflickr.com/5005/5332865944_83f362fe73.jpg,"Positive
Highly positive",
444,502,694551108,True,golden,35,,Positive,0.6013,http://farm6.staticflickr.com/5196/5879267479_ff2df649a4.jpg,"Positive
Highly positive",
445,503,694551109,True,golden,39,,Highly negative,0.6406,http://farm2.staticflickr.com/1019/527504968_ebf2d7bf94.jpg,"Highly negative
Negative",
446,505,694551111,True,golden,51,,Negative,0.7234,http://farm3.staticflickr.com/2429/3919034044_06528bd3cf.jpg,"Highly negative
Negative",
447,506,694551112,True,golden,36,,Highly negative,0.5962,http://farm5.staticflickr.com/4111/5184167559_099acfd075.jpg,"Highly negative
Negative",
448,507,694551113,True,golden,44,,Highly negative,0.5604,http://farm4.staticflickr.com/3068/3109239946_d9d4622923.jpg,"Highly negative
Negative",
449,508,694551114,True,golden,37,,Negative,0.9597,http://farm4.staticflickr.com/3067/2398082909_9bdcff36e5.jpg,"Negative
Highly negative",
450,509,694551115,True,golden,41,,Highly negative,0.6031,http://farm5.staticflickr.com/4082/4906312386_c64ae97e48.jpg,"Highly negative
Negative",
451,510,694551116,True,golden,42,,Positive,0.7228,http://farm4.staticflickr.com/3433/3388570838_6b6fe0fe1f.jpg,"Positive
Highly positive",
452,511,694551117,True,golden,47,,Negative,0.6389,http://farm6.staticflickr.com/5068/5745606331_f7fe7afc05.jpg,"Highly negative
Negative",
453,512,694551118,True,golden,39,,Positive,0.6372,http://farm6.staticflickr.com/5158/5881971069_a01329177c.jpg,"Positive
Highly positive",
454,513,694551119,True,golden,51,,Highly positive,0.5199,http://farm4.staticflickr.com/3459/3835687328_6f8fb72581.jpg,"Positive
Highly positive",
455,514,694551120,True,golden,53,,Positive,0.7617,http://farm2.staticflickr.com/1063/1321534065_40dc59c35d.jpg,"Positive
Highly positive",
456,515,694551121,True,golden,43,,Negative,0.4881,http://farm1.staticflickr.com/14/16550718_a61332d573.jpg,"Highly negative
Negative",
457,516,694551122,True,golden,45,,Positive,0.7224,http://farm6.staticflickr.com/5067/5881963491_7892e98ab7.jpg,"Positive
Highly positive",
458,517,694551123,True,golden,42,,Highly positive,0.6409,http://farm3.staticflickr.com/2697/4279648219_aa1d572db5.jpg,"Positive
Highly positive",
459,518,694551124,True,golden,39,,Positive,0.8406,http://farm7.staticflickr.com/6073/6086115912_b895a8525c.jpg,"Positive
Highly positive",
460,519,694551125,True,golden,43,,Highly negative,0.5195,http://farm8.staticflickr.com/7166/6455953635_3fc8dde1a3.jpg,"Negative
Highly negative",
461,520,694551126,True,golden,39,,Positive,0.7651,http://farm4.staticflickr.com/3206/2908453870_2e456b4969.jpg,"Positive
Highly positive",
462,521,694551127,True,golden,42,,Positive,0.5588,http://farm5.staticflickr.com/4002/4648890652_e4267664bb.jpg,"Positive
Highly positive",
463,522,694551128,True,golden,39,,Negative,0.5578,http://farm3.staticflickr.com/2720/4063539998_b3f7992cac.jpg,"Highly negative
Negative",
464,523,694551129,True,golden,42,,Highly negative,0.5163,http://farm5.staticflickr.com/4042/4375902170_c681f2f35d.jpg,"Highly negative
Negative",
465,524,694551130,True,golden,56,,Negative,0.6031,http://farm1.staticflickr.com/1/2287591_1cc92ba364.jpg,"Highly negative
Negative",
466,525,694551131,True,golden,46,,Positive,0.7596,http://farm2.staticflickr.com/1264/1428997623_c95de245c4.jpg,"Positive
Highly positive",
467,526,694551132,True,golden,31,,Positive,0.5201,http://farm4.staticflickr.com/3101/2634112251_89e4652d55.jpg,"Positive
Highly positive",
468,527,694551133,True,golden,50,,Positive,0.8009999999999999,http://farm5.staticflickr.com/4132/4963471185_d6f62cbe7e.jpg,"Positive
Highly positive",
469,529,694551135,True,golden,40,,Positive,0.7201,http://farm8.staticflickr.com/7160/6397070677_7f83fb616f.jpg,"Positive
Highly positive",
470,530,694551136,True,golden,39,,Positive,0.8006,http://farm1.staticflickr.com/91/225390555_393bc30ee5.jpg,"Positive
Highly positive",
471,531,694551137,True,golden,44,,Positive,0.7977,http://farm5.staticflickr.com/4059/5130638612_924b2fe71a.jpg,"Positive
Highly positive",
472,532,694551138,True,golden,41,,Highly positive,0.5605,http://farm1.staticflickr.com/77/197214060_f9f344c7f5.jpg,"Positive
Highly positive",
473,533,694551139,True,golden,32,,Negative,0.8386,http://farm3.staticflickr.com/2430/3614416523_29eff72fbe.jpg,"Negative
Highly negative",
474,534,694551140,True,golden,43,,Negative,0.6361,http://farm1.staticflickr.com/23/27971243_6c441fad38.jpg,"Highly negative
Negative",
475,535,694551141,True,golden,33,,Highly positive,0.722,http://farm1.staticflickr.com/95/263676178_43cef419c1.jpg,"Positive
Highly positive",
476,536,694551142,True,golden,37,,Negative,0.8387,http://farm5.staticflickr.com/4013/4546630380_03df5ccc86.jpg,"Highly negative
Negative",
477,537,694551143,True,golden,34,,Positive,0.6409999999999999,http://farm4.staticflickr.com/3557/3320478406_55672a9835.jpg,"Positive
Highly positive",
478,538,694551144,True,golden,45,,Positive,0.8424,http://farm3.staticflickr.com/2827/9608397917_c7eaa41e0f.jpg,"Positive
Highly positive",
479,539,694551145,True,golden,37,,Highly negative,0.5593,http://farm1.staticflickr.com/68/209621386_c8bd8d0c56.jpg,"Highly negative
Negative",
480,540,694551146,True,golden,34,,Negative,0.5578,http://farm7.staticflickr.com/6218/6291381152_32d2083805.jpg,"Highly negative
Negative",
481,541,694551147,True,golden,41,,Highly negative,0.6407,http://farm3.staticflickr.com/2023/1874512450_cdf2993238.jpg,"Highly negative
Negative",
482,543,694551149,True,golden,37,,Positive,0.5207,http://farm1.staticflickr.com/93/240022245_952d609f86.jpg,"Positive
Highly positive",
483,544,694551150,True,golden,42,,Negative,0.5179,http://farm4.staticflickr.com/3209/3001357776_da08ac6f92.jpg,"Highly negative
Negative",
484,545,694551151,True,golden,41,,Negative,0.5163,http://farm3.staticflickr.com/2688/4092101007_6440e2f0f3.jpg,"Highly negative
Negative",
485,546,694551152,True,golden,50,,Positive,0.5956,http://farm3.staticflickr.com/2611/3822501712_fa1d4c0874.jpg,"Positive
Highly positive",
486,547,694551153,True,golden,43,,Positive,0.7182,http://farm4.staticflickr.com/3290/3050843593_361629c00f.jpg,"Positive
Highly positive",
487,548,694551154,True,golden,43,,Positive,0.7582,http://farm4.staticflickr.com/3079/4552594029_061acc10fd.jpg,"Positive
Highly positive",
488,549,694551155,True,golden,45,,Positive,0.6416,http://farm4.staticflickr.com/3333/3190305540_dc7073f101.jpg,"Positive
Highly positive",
489,550,694551156,True,golden,42,,Negative,0.6016,http://farm4.staticflickr.com/3048/2600884230_dc955eea6b.jpg,"Highly negative
Negative",
490,551,694551157,True,golden,44,,Positive,0.6393,http://farm7.staticflickr.com/6230/6417392711_30cb0462c8.jpg,"Positive
Highly positive",
491,552,694551158,True,golden,45,,Highly negative,0.6,http://farm4.staticflickr.com/3123/2349019535_96d9af0831.jpg,"Highly negative
Negative",
492,553,694551159,True,golden,44,,Positive,0.7633,http://farm6.staticflickr.com/5264/5667115725_e52a29fa6c.jpg,"Positive
Highly positive",
493,554,694551160,True,golden,50,,Positive,0.8013,http://farm6.staticflickr.com/5092/5504622180_b3331074ab.jpg,"Positive
Highly positive",
494,555,694551161,True,golden,43,,Positive,0.8451,http://farm5.staticflickr.com/4153/5190064167_6aa0530892.jpg,"Positive
Highly positive",
495,556,694551162,True,golden,39,,Positive,0.5984,http://farm5.staticflickr.com/4066/4566157252_c3e1dfdbf0.jpg,"Positive
Highly positive",
496,557,694551163,True,golden,46,,Highly positive,0.5639,http://farm8.staticflickr.com/7447/10869895964_79048e2d34.jpg,"Positive
Highly positive",
497,558,694551164,True,golden,49,,Negative,0.6829,http://farm5.staticflickr.com/4053/4283302822_ca1e4617dc.jpg,"Highly negative
Negative",
498,559,694551165,True,golden,39,,Positive,0.6801,http://farm1.staticflickr.com/38/122067418_c18a2593d4.jpg,"Positive
Highly positive",
499,560,694551166,True,golden,38,,Negative,0.6032,http://farm1.staticflickr.com/154/358147919_9128d09158.jpg,"Negative
Highly negative",
500,561,694551167,True,golden,44,,Negative,0.636,http://farm2.staticflickr.com/1248/557484041_ace6b42514.jpg,"Highly negative
Negative",
501,562,694551168,True,golden,43,,Negative,0.5208,http://farm4.staticflickr.com/3525/4074602818_25825b9592.jpg,"Highly negative
Negative",
502,563,694551169,True,golden,44,,Negative,0.7602,http://farm4.staticflickr.com/3173/3000524083_1c09f7bb5d.jpg,"Highly negative
Negative",
503,564,694551170,True,golden,47,,Positive,0.8816,http://farm3.staticflickr.com/2763/4267922578_8fe5b6991e.jpg,"Positive
Highly positive",
504,565,694551171,True,golden,36,,Negative,0.919,http://farm1.staticflickr.com/85/206508272_e544224997.jpg,"Highly negative
Negative",
505,566,694551172,True,golden,35,,Positive,0.6811,http://farm8.staticflickr.com/7155/6438389727_95456f0fc3.jpg,"Positive
Highly positive",
506,567,694551173,True,golden,39,,Negative,0.4808,http://farm3.staticflickr.com/2736/4062806779_0f238e8ee6.jpg,"Highly negative
Negative",
507,568,694551174,True,golden,41,,Positive,0.8781,http://farm6.staticflickr.com/5189/5679547947_302b6c1253.jpg,"Positive
Highly positive",
508,569,694551175,True,golden,44,,Positive,0.7194,http://farm8.staticflickr.com/7223/6922635226_96ce924486.jpg,"Positive
Highly positive",
509,570,694551176,True,golden,37,,Highly negative,0.6409,http://farm5.staticflickr.com/4013/4345718945_fcb430a2aa.jpg,"Highly negative
Negative",
510,571,694551177,True,golden,36,,Negative,0.6012,http://farm4.staticflickr.com/3319/3317896361_a771483bc5.jpg,"Negative
Highly negative",
511,573,694551179,True,golden,49,,Positive,0.7192,http://farm4.staticflickr.com/3142/2908457412_fd56d55bfe.jpg,"Positive
Highly positive",
512,574,694551180,True,golden,48,,Highly negative,0.6813,http://farm9.staticflickr.com/8468/8112713000_ce9e45fca8.jpg,"Negative
Highly negative",
513,575,694551181,True,golden,46,,Neutral,0.4782,http://farm4.staticflickr.com/3197/3006160454_e5e7599c3b.jpg,"Positive
Highly positive",
514,576,694551182,True,golden,51,,Negative,0.677,http://farm4.staticflickr.com/3169/3001326160_2df9b5b543.jpg,"Highly negative
Negative",
515,577,694551183,True,golden,49,,Negative,0.691,http://farm4.staticflickr.com/3465/3941954445_7433c833a2.jpg,"Highly negative
Negative",
516,578,694551184,True,golden,38,,Positive,0.6418,http://farm6.staticflickr.com/5302/5650847281_fba4f449ca.jpg,"Positive
Highly positive",
517,579,694551185,True,golden,42,,Positive,0.6066,http://farm1.staticflickr.com/129/386278260_032530886b.jpg,"Positive
Highly positive",
518,580,694551186,True,golden,45,,Negative,0.7189,http://farm1.staticflickr.com/49/136799676_00369be00e.jpg,"Highly negative
Negative",
519,581,694551187,True,golden,39,,Positive,0.5549,http://farm3.staticflickr.com/2293/2164511347_dae9c44514.jpg,"Positive
Highly positive",
520,582,694551188,True,golden,44,,Negative,0.5232,http://farm1.staticflickr.com/204/465032752_bf2d20c5c9.jpg,"Highly negative
Negative",
521,583,694551189,True,golden,43,,Highly negative,0.5216,http://farm8.staticflickr.com/7002/6741702977_71dbcaf632.jpg,"Negative
Highly negative",
522,584,694551190,True,golden,41,,Highly negative,0.561,http://farm8.staticflickr.com/7183/6857463295_daa981ff44.jpg,"Negative
Highly negative",
523,585,694551191,True,golden,48,,Positive,0.6809999999999999,http://farm4.staticflickr.com/3566/3340145274_179fb76935.jpg,"Positive
Highly positive",
524,586,694551192,True,golden,45,,Highly positive,0.5215,http://farm4.staticflickr.com/3179/3017889685_c4d83a5035.jpg,"Positive
Highly positive",
525,587,694551193,True,golden,39,,Positive,0.5601,http://farm8.staticflickr.com/7178/6814417136_cbcb8a8efc.jpg,"Positive
Highly positive",
526,588,694551194,True,golden,30,,Positive,0.5622,http://farm6.staticflickr.com/5003/5253319844_546144d8eb.jpg,"Positive
Highly positive",
527,589,694551195,True,golden,46,,Negative,0.5196,http://farm2.staticflickr.com/1037/5184772954_a49fc573f3.jpg,"Highly negative
Negative",
528,590,694551196,True,golden,38,,Highly negative,0.6414,http://farm8.staticflickr.com/7001/6749695973_f2f9c4213f.jpg,"Highly negative
Negative",
529,591,694551197,True,golden,39,,Positive,0.5173,http://farm7.staticflickr.com/6062/6145648769_463eb5db71.jpg,"Positive
Highly positive",
530,592,694551198,True,golden,42,,Highly negative,0.5212,http://farm3.staticflickr.com/2800/4375904350_58a4d88fcc.jpg,"Negative
Highly negative",
531,593,694551199,True,golden,31,,Negative,0.5602,http://farm4.staticflickr.com/3042/3001341064_cfe36e34f5.jpg,"Highly negative
Negative",
532,594,694551200,True,golden,32,,Highly negative,0.6422,http://farm4.staticflickr.com/3129/3135739607_5e376fd976.jpg,"Highly negative
Negative",
533,595,694551201,True,golden,44,,Positive,0.679,http://farm4.staticflickr.com/3250/2923347933_ba6ff17689.jpg,"Positive
Highly positive",
534,597,694551203,True,golden,36,,Highly negative,0.5591,http://farm4.staticflickr.com/3494/4043432423_dd9ea510ae.jpg,"Highly negative
Negative",
535,598,694551204,True,golden,45,,Highly negative,0.639,http://farm9.staticflickr.com/8472/8112711618_936164f114.jpg,"Highly negative
Negative",
536,599,694551205,True,golden,45,,Positive,0.8006,http://farm8.staticflickr.com/7050/6957580835_147ef5c071.jpg,"Positive
Highly positive",
537,600,694551206,True,golden,47,,Negative,0.5606,http://farm3.staticflickr.com/2021/2510391371_243ab347a2.jpg,"Negative
Highly negative",
538,601,694551207,True,golden,34,,Highly positive,0.5621,http://farm8.staticflickr.com/7183/13724147013_bc5ea91a9d.jpg,"Positive
Highly positive",
539,602,694551208,True,golden,33,,Highly positive,0.5213,http://farm3.staticflickr.com/2457/3570039588_66f07e8c42.jpg,"Positive
Highly positive",
540,603,694551209,True,golden,33,,Positive,0.5545,http://farm8.staticflickr.com/7452/11647726594_0cd2ca1d78.jpg,"Positive
Highly positive",
541,604,694551210,True,golden,39,,Negative,0.5588,http://farm6.staticflickr.com/5120/5896678351_df03d5a10e.jpg,"Highly negative
Negative",
542,605,694551211,True,golden,32,,Positive,0.5198,http://farm5.staticflickr.com/4149/4964557972_e386db8228.jpg,"Positive
Highly positive",
543,606,694551212,True,golden,48,,Negative,0.7565,http://farm6.staticflickr.com/5090/5375945606_828dc07c4b.jpg,"Highly negative
Negative",
544,607,694551213,True,golden,41,,Highly negative,0.7216,http://farm3.staticflickr.com/2771/4375119273_266f4eb34f.jpg,"Negative
Highly negative",
545,608,694551214,True,golden,38,,Positive,0.6411,http://farm5.staticflickr.com/4016/4431934354_c28c0d9ccb.jpg,"Positive
Highly positive",
546,609,694551215,True,golden,36,,Positive,0.8398,http://farm5.staticflickr.com/4051/4666252122_265b3f9eba.jpg,"Positive
Highly positive",
547,610,694551216,True,golden,44,,Highly negative,0.8033,http://farm2.staticflickr.com/1271/4668910563_c32420a944.jpg,"Highly negative
Negative",
548,612,694551218,True,golden,57,,Positive,0.8838,http://farm8.staticflickr.com/7273/7706451392_1621b2bd2e.jpg,"Positive
Highly positive",
549,613,694551354,False,finalized,3,3/26/15 2:25,Positive,0.6737,http://farm3.static.flickr.com/2314/2171575576_bbd3714a12.jpg,,
550,614,694551355,False,finalized,3,3/26/15 2:54,Positive,0.6729,http://farm1.static.flickr.com/195/470960261_9ed5534ec4.jpg,,
551,615,694551356,False,finalized,3,3/26/15 2:12,Positive,0.6677,http://farm3.static.flickr.com/2328/2171661148_bc6b2bc802.jpg,,
552,616,694551357,False,finalized,3,3/26/15 2:31,Positive,0.6667,http://farm1.static.flickr.com/88/275254452_213ecf3499.jpg,,
553,617,694551358,False,finalized,3,3/26/15 2:57,Positive,0.3407,http://farm1.static.flickr.com/208/503541270_b675e627ff.jpg,,
554,620,694551361,False,finalized,3,3/26/15 3:20,Positive,0.6705,http://farm1.static.flickr.com/29/45967989_9ce945b380.jpg,,
555,622,694551363,False,finalized,3,3/26/15 2:53,Positive,0.3361,http://farm3.static.flickr.com/2413/1810249158_95cff04d8c.jpg,,
556,623,694551364,False,finalized,3,3/26/15 2:01,Positive,0.6709,http://farm1.static.flickr.com/184/394728150_cebdb67d9d.jpg,,
557,624,694551365,False,finalized,3,3/26/15 2:52,Positive,0.6594,http://farm2.static.flickr.com/1371/1058823750_4d6994f3fc.jpg,,
558,625,694551366,False,finalized,3,3/26/15 2:29,Negative,0.6613,http://farm4.static.flickr.com/3223/2514476611_56306d4704.jpg,,
559,626,694551367,False,finalized,3,3/26/15 2:22,Negative,1.0,http://farm1.static.flickr.com/19/102081471_1f16102e2a.jpg,,
560,628,694551369,False,finalized,3,3/26/15 2:16,Neutral,0.6635,http://farm1.static.flickr.com/39/76752134_4495c39f77.jpg,,
561,629,694551370,False,finalized,3,3/26/15 2:43,Neutral,0.6619,http://farm3.static.flickr.com/2085/2201388245_5ebcc9df0a.jpg,,
562,630,694551371,False,finalized,3,3/26/15 2:25,Neutral,0.6642,http://farm3.static.flickr.com/2244/2379591317_3075e9881f.jpg,,
565,635,694551376,False,finalized,3,3/26/15 2:19,Highly positive,0.6674,http://farm1.static.flickr.com/39/75413496_c9e58ed79f.jpg,,
568,639,694551380,False,finalized,3,3/26/15 2:09,Neutral,0.6599,http://farm1.static.flickr.com/124/376305863_9eefd9a2d9.jpg,,
569,640,694551381,False,finalized,3,3/26/15 2:51,Negative,0.6639,http://farm3.static.flickr.com/2114/2387501160_23b24ebc35.jpg,,
570,641,694551382,False,finalized,3,3/26/15 2:57,Negative,0.6637,http://farm2.static.flickr.com/1190/1443282401_f1b1a66e65.jpg,,
572,643,694551384,False,finalized,3,3/26/15 2:35,Highly positive,0.6663,http://farm2.static.flickr.com/1211/1396473235_e21699af39.jpg,,
575,646,694551387,False,finalized,3,3/26/15 2:13,Neutral,0.6649,http://farm1.static.flickr.com/27/53362410_b7e3f6f794.jpg,,
577,648,694551389,False,finalized,3,3/26/15 1:55,Neutral,0.6634,http://farm1.static.flickr.com/28/94259097_358e92b184.jpg,,
593,673,694551414,False,finalized,3,3/26/15 2:43,Highly negative,0.3442,http://farm3.static.flickr.com/2343/2312743876_d7bfa3324f.jpg,,
595,676,694551417,False,finalized,3,3/26/15 2:35,Neutral,0.3339,http://farm3.static.flickr.com/2052/2309239484_1427995514.jpg,,
596,677,694551418,False,finalized,3,3/26/15 2:25,Negative,0.3383,http://farm2.static.flickr.com/1017/823175164_5fbcdfb9ba.jpg,,
601,683,694551424,False,finalized,3,3/26/15 2:39,Highly positive,0.3358,http://farm4.static.flickr.com/3274/2691652187_cde3769652.jpg,,
603,685,694551426,False,finalized,3,3/26/15 2:30,Neutral,0.6696,http://farm1.static.flickr.com/150/332918359_894b409bc1.jpg,,
607,689,694551430,False,finalized,3,3/26/15 2:41,Neutral,0.6634,http://farm1.static.flickr.com/51/149672820_5a00d98236.jpg,,
